startdate,starttime,enddate,endtime,duration,bla,class,network
2017-06-02,19:05:17.8126,2017-06-02,19:05:32.0869,14.27430009841919,,1.0,XP.ILL01..EHZ
2017-06-02,19:05:17.8378,2017-06-02,19:05:32.5913,14.753499984741211,,1.0,XP.ILL02..EHZ
2017-06-02,19:05:17.8630,2017-06-02,19:05:32.2130,14.350000143051147,,1.0,XP.ILL05..EHZ
2017-06-02,19:05:18.0396,2017-06-02,19:05:31.9103,13.870700120925903,,1.0,XP.ILL03..EHZ
2017-06-02,19:05:18.0900,2017-06-02,19:05:31.9608,13.870800018310547,,1.0,XP.ILL04..EHZ
2017-06-02,19:51:37.3980,,0,None,,,
2017-06-02,20:18:34.8554,2017-06-02,20:18:54.0492,19.19379997253418,,3.0,XP.ILL06..EHZ
2017-06-02,21:03:24.3889,2017-06-02,21:03:36.1488,11.759899854660034,,1.0,XP.ILL07..EHZ
2017-06-02,21:03:24.4097,2017-06-02,21:03:36.1073,11.69760012626648,,1.0,XP.ILL06..EHZ
2017-06-02,21:03:24.5341,2017-06-02,21:03:36.3562,11.822099924087524,,1.0,XP.ILL08..EHZ
2017-06-02,21:03:24.6585,2017-06-02,21:03:36.4599,11.801399946212769,,1.0,XP.ILL03..EHZ
2017-06-02,21:03:24.6585,2017-06-02,21:03:36.6465,11.98800015449524,,1.0,XP.ILL01..EHZ
2017-06-02,21:03:24.7415,2017-06-02,21:03:36.5636,11.822100162506104,,1.0,XP.ILL05..EHZ
2017-06-02,21:03:24.8452,2017-06-02,21:03:36.6051,11.759899854660034,,1.0,XP.ILL04..EHZ
2017-06-02,21:03:24.8867,2017-06-02,21:03:36.6051,11.718400001525879,,1.0,XP.ILL03..EHZ
2017-06-02,22:36:51.6221,2017-06-02,22:38:35.1751,103.55299997329712,,1.0,None
2017-06-03,00:01:52.9971,2017-06-03,00:01:57.9189,4.921799898147583,,3.0,XP.ILL05..EHZ
2017-06-03,00:02:10.3286,2017-06-03,00:02:24.8345,14.505900144577026,,3.0,XP.ILL08..EHZ
2017-06-03,00:02:10.3601,2017-06-03,00:02:26.3482,15.988100051879883,,3.0,XP.ILL06..EHZ
2017-06-03,00:02:10.5809,2017-06-03,00:02:25.3075,14.726599931716919,,3.0,XP.ILL02..EHZ
2017-06-03,00:02:10.7070,2017-06-03,00:02:23.6047,12.897700071334839,,3.0,XP.ILL01..EHZ
2017-06-03,00:02:11.0539,2017-06-03,00:02:25.9697,14.915800094604492,,3.0,XP.ILL07..EHZ
2017-06-03,00:02:11.9053,2017-06-03,00:02:24.5822,12.676900148391724,,3.0,XP.ILL05..EHZ
2017-06-03,00:02:12.5360,2017-06-03,00:02:25.2129,12.676899909973145,,3.0,XP.ILL03..EHZ
2017-06-03,00:02:13.1037,2017-06-03,00:02:24.9291,11.825400114059448,,3.0,XP.ILL04..EHZ
2017-06-03,01:09:47.2540,2017-06-03,01:09:59.9562,12.702199935913086,,1.0,XP.ILL02..EHZ
2017-06-03,01:09:47.2673,2017-06-03,01:10:01.4114,14.144100189208984,,1.0,XP.ILL03..EHZ
2017-06-03,01:09:48.3655,2017-06-03,01:10:01.6710,13.305500030517578,,1.0,XP.ILL04..EHZ
2017-06-03,02:34:38.5296,,0,None,,,
2017-06-03,05:00:14.9537,,0,XP.ILL07..EHZ,,,
2017-06-03,05:14:51.3132,,0,XP.ILL07..EHZ,,,
2017-06-03,05:25:53.1824,,0,XP.ILL07..EHZ,,,
2017-06-03,05:32:59.8778,,0,XP.ILL07..EHZ,,,
2017-06-03,05:41:45.4836,,0,None,,,
2017-06-03,06:20:26.6465,,0,XP.ILL07..EHZ,,,
2017-06-03,08:09:36.4389,2017-06-03,08:10:13.4277,36.988800048828125,,3.0,XP.ILL05..EHZ
2017-06-03,08:09:36.6515,2017-06-03,08:10:13.3214,36.66989994049072,,3.0,XP.ILL08..EHZ
2017-06-03,08:09:37.6081,2017-06-03,08:10:14.8094,37.20130014419556,,3.0,XP.ILL04..EHZ
2017-06-03,08:11:54.8494,,0,XP.ILL07..EHZ,,,
2017-06-03,08:15:10.8572,,0,XP.ILL07..EHZ,,,
2017-06-03,08:56:21.5043,,0,XP.ILL07..EHZ,,,
2017-06-03,09:13:08.5284,,0,XP.ILL07..EHZ,,,
2017-06-03,09:32:03.2731,,0,None,,,
2017-06-03,13:25:43.8673,2017-06-03,13:27:09.8842,86.01690006256104,,1.0,None
2017-06-03,17:17:37.1036,2017-06-03,17:17:47.7442,10.640599966049194,,4.0,XP.ILL07..EHZ
2017-06-03,17:17:38.0639,2017-06-03,17:17:48.8774,10.813499927520752,,4.0,XP.ILL06..EHZ
2017-06-03,17:17:40.7721,2017-06-03,17:17:49.3768,8.604700088500977,,4.0,XP.ILL05..EHZ
2017-06-03,18:06:52.6890,2017-06-03,18:06:54.8052,2.1162002086639404,,4.0,XP.ILL05..EHZ
2017-06-03,18:07:06.3894,2017-06-03,18:07:13.5852,7.195800065994263,,4.0,XP.ILL05..EHZ
2017-06-03,18:10:13.2994,,0,None,,,
2017-06-03,18:14:12.7897,2017-06-03,18:14:19.5798,6.790099859237671,,4.0,XP.ILL07..EHZ
2017-06-03,18:14:14.0683,2017-06-03,18:14:19.6680,5.599699974060059,,4.0,XP.ILL06..EHZ
2017-06-03,18:14:15.9643,2017-06-03,18:14:21.6081,5.6438000202178955,,4.0,XP.ILL05..EHZ
2017-06-03,18:24:36.9112,,0,None,,,
2017-06-03,18:24:36.9112,,0,None,,,
2017-06-03,18:28:41.9548,2017-06-03,18:29:19.7417,37.78690004348755,,4.0,XP.ILL07..EHZ
2017-06-03,18:28:42.5881,2017-06-03,18:29:18.0529,35.464800119400024,,4.0,XP.ILL06..EHZ
2017-06-03,18:28:45.1213,2017-06-03,18:29:22.5915,37.470200061798096,,4.0,XP.ILL05..EHZ
2017-06-03,18:28:52.4042,2017-06-03,18:29:29.3467,36.94249987602234,,4.0,XP.ILL03..EHZ
2017-06-03,18:39:00.5231,,0,None,,,
2017-06-04,00:02:28.3705,2017-06-04,00:03:09.2183,40.8478000164032,,3.0,XP.ILL06..EHZ
2017-06-04,00:02:30.5870,2017-06-04,00:03:11.0127,40.425700187683105,,3.0,XP.ILL07..EHZ
2017-06-04,00:51:27.8074,2017-06-04,00:52:05.9102,38.102800130844116,,3.0,XP.ILL06..EHZ
2017-06-04,01:07:37.1123,2017-06-04,01:08:22.6617,45.549400091171265,,3.0,XP.ILL07..EHZ
2017-06-04,01:09:17.9278,,0,XP.ILL07..EHZ,,,
2017-06-04,01:11:14.6272,,0,XP.ILL07..EHZ,,,
2017-06-04,01:11:58.8991,2017-06-04,01:12:38.5329,39.63380002975464,,3.0,XP.ILL06..EHZ
2017-06-04,01:13:06.7958,,0,XP.ILL07..EHZ,,,
2017-06-04,01:14:26.1643,2017-06-04,01:15:08.5534,42.389100074768066,,3.0,XP.ILL05..EHZ
2017-06-04,01:14:26.1643,2017-06-04,01:15:07.7276,41.563300132751465,,3.0,XP.ILL04..EHZ
2017-06-04,01:16:40.5198,,0,XP.ILL07..EHZ,,,
2017-06-04,01:20:10.1213,2017-06-04,01:20:36.7409,26.61960005760193,,3.0,XP.ILL07..EHZ
2017-06-04,01:20:12.8959,2017-06-04,01:20:39.5309,26.634999990463257,,3.0,XP.ILL06..EHZ
2017-06-04,01:20:14.0849,2017-06-04,01:20:39.2138,25.128900051116943,,3.0,XP.ILL05..EHZ
2017-06-04,01:20:59.8925,2017-06-04,01:21:27.4043,27.511800050735474,,3.0,XP.ILL06..EHZ
2017-06-04,01:23:45.3152,,0,XP.ILL07..EHZ,,,
2017-06-04,01:25:15.6877,,0,XP.ILL07..EHZ,,,
2017-06-04,01:26:50.3104,,0,XP.ILL07..EHZ,,,
2017-06-04,01:41:02.0240,2017-06-04,01:41:04.5961,2.5721001625061035,,1.0,XP.ILL08..EHZ
2017-06-04,01:41:02.2059,2017-06-04,01:41:06.2719,4.065999984741211,,1.0,XP.ILL02..EHZ
2017-06-04,01:41:02.3098,2017-06-04,01:41:06.6746,4.364799976348877,,1.0,XP.ILL01..EHZ
2017-06-04,01:41:02.3228,2017-06-04,01:41:05.6743,3.3515000343322754,,1.0,XP.ILL07..EHZ
2017-06-04,01:41:02.3877,2017-06-04,01:41:05.6613,3.273599863052368,,1.0,XP.ILL06..EHZ
2017-06-04,01:41:02.4137,2017-06-04,01:41:06.2719,3.8581998348236084,,1.0,XP.ILL03..EHZ
2017-06-04,01:41:02.4657,2017-06-04,01:41:05.8822,3.4165000915527344,,1.0,XP.ILL04..EHZ
2017-06-04,01:41:02.6476,2017-06-04,01:41:05.5054,2.857800006866455,,1.0,XP.ILL05..EHZ
2017-06-04,02:24:26.7694,2017-06-04,02:25:06.8655,40.096100091934204,,3.0,XP.ILL07..EHZ
2017-06-04,02:24:27.5291,2017-06-04,02:25:10.4953,42.96620011329651,,3.0,XP.ILL06..EHZ
2017-06-04,02:33:59.7139,,0,None,,,
2017-06-04,02:35:41.3177,2017-06-04,02:35:50.7653,9.44760012626648,,3.0,XP.ILL04..EHZ
2017-06-04,03:02:10.6072,2017-06-04,03:02:23.9450,13.337800025939941,,3.0,XP.ILL08..EHZ
2017-06-04,04:16:28.1571,2017-06-04,04:16:49.8597,21.70260000228882,,3.0,XP.ILL04..EHZ
2017-06-04,04:16:28.2171,2017-06-04,04:16:49.7997,21.582600116729736,,3.0,XP.ILL05..EHZ
2017-06-04,05:43:15.9178,,0,XP.ILL07..EHZ,,,
2017-06-04,07:09:46.4976,,0,XP.ILL07..EHZ,,,
2017-06-04,12:09:44.1876,,0,None,,,
2017-06-04,13:44:06.2551,2017-06-04,13:44:35.9486,29.69350004196167,,4.0,XP.ILL01..EHZ
2017-06-04,13:44:18.0842,2017-06-04,13:44:43.7220,25.637799978256226,,4.0,XP.ILL02..EHZ
2017-06-04,13:44:24.7751,2017-06-04,13:44:52.2064,27.431299924850464,,4.0,XP.ILL08..EHZ
2017-06-04,16:43:12.8126,,0,None,,,
2017-06-04,18:01:34.4880,2017-06-04,18:02:57.5086,83.02060008049011,,1.0,None
2017-06-04,19:54:14.9103,2017-06-04,19:54:23.7483,8.838000059127808,,4.0,XP.ILL04..EHZ
2017-06-04,19:54:15.1232,2017-06-04,19:54:25.2390,10.115800142288208,,4.0,XP.ILL05..EHZ
2017-06-04,19:54:21.8316,2017-06-04,19:54:30.2436,8.411999940872192,,4.0,XP.ILL08..EHZ
2017-06-04,19:54:22.5237,2017-06-04,19:54:30.8825,8.358799934387207,,4.0,XP.ILL07..EHZ
2017-06-04,21:00:11.9206,2017-06-04,21:00:15.0196,3.0989999771118164,,4.0,XP.ILL08..EHZ
2017-06-04,21:16:53.8672,2017-06-04,21:17:05.9472,12.080000162124634,,4.0,XP.ILL03..EHZ
2017-06-04,21:29:45.5292,2017-06-04,21:29:50.3485,4.819299936294556,,4.0,XP.ILL07..EHZ
2017-06-04,21:29:50.9763,2017-06-04,21:29:53.9675,2.9911999702453613,,4.0,XP.ILL05..EHZ
2017-06-04,21:29:53.1890,2017-06-04,21:29:57.1636,3.974600076675415,,4.0,XP.ILL07..EHZ
2017-06-04,21:29:54.3773,2017-06-04,21:29:57.8192,3.4419000148773193,,4.0,XP.ILL04..EHZ
2017-06-04,21:29:56.7128,2017-06-04,21:30:00.6055,3.892699956893921,,4.0,XP.ILL08..EHZ
2017-06-04,21:47:12.8237,2017-06-04,21:47:21.8598,9.036100149154663,,4.0,XP.ILL04..EHZ
2017-06-04,22:14:51.5290,2017-06-04,22:15:03.3064,11.777400016784668,,4.0,XP.ILL07..EHZ
2017-06-04,22:23:14.9791,2017-06-04,22:23:25.5788,10.599699974060059,,4.0,XP.ILL07..EHZ
2017-06-04,22:28:03.2488,2017-06-04,22:28:06.3663,3.117500066757202,,4.0,XP.ILL07..EHZ
2017-06-04,22:35:18.4591,2017-06-04,22:35:22.8930,4.433899879455566,,4.0,XP.ILL07..EHZ
2017-06-05,03:30:55.3455,,0,None,,,
2017-06-05,10:57:07.3126,,0,None,,,
2017-06-05,13:49:50.6547,,0,None,,,
2017-06-05,13:49:50.6547,,0,None,,,
2017-06-05,14:10:24.2561,2017-06-05,14:11:01.0530,36.796900033950806,,4.0,XP.ILL01..EHZ
2017-06-05,14:10:31.4360,2017-06-05,14:11:00.9408,29.504799842834473,,4.0,XP.ILL08..EHZ
2017-06-05,14:10:36.4843,2017-06-05,14:11:08.0085,31.524200201034546,,4.0,XP.ILL02..EHZ
2017-06-05,15:41:51.5830,,0,None,,,
2017-06-05,16:42:33.9969,,0,None,,,
2017-06-05,16:51:11.2489,2017-06-05,16:51:41.4155,30.166599988937378,,3.0,XP.ILL06..EHZ
2017-06-05,16:51:15.5010,2017-06-05,16:51:42.9094,27.408400058746338,,3.0,XP.ILL08..EHZ
2017-06-05,18:55:08.5036,,0,XP.ILL07..EHZ,,,
2017-06-05,19:15:30.8290,2017-06-05,19:16:34.7497,63.92070007324219,,4.0,XP.ILL05..EHZ
2017-06-05,19:24:19.1628,,0,None,,,
2017-06-05,19:36:05.3966,,0,XP.ILL07..EHZ,,,
2017-06-05,20:37:10.7806,2017-06-05,20:38:16.9502,66.16960000991821,,4.0,XP.ILL06..EHZ
2017-06-05,20:37:20.9870,2017-06-05,20:38:13.3952,52.40820002555847,,4.0,XP.ILL05..EHZ
2017-06-05,20:37:23.3953,2017-06-05,20:38:22.1108,58.71550011634827,,4.0,XP.ILL07..EHZ
2017-06-05,20:37:44.1745,2017-06-05,20:38:36.9469,52.77239990234375,,4.0,XP.ILL03..EHZ
2017-06-05,20:37:46.3325,2017-06-05,20:38:36.6526,50.32010006904602,,4.0,XP.ILL02..EHZ
2017-06-05,20:37:46.9210,2017-06-05,20:38:41.4590,54.53800010681152,,4.0,XP.ILL08..EHZ
2017-06-06,02:31:21.5998,2017-06-06,02:32:07.0571,45.45729994773865,,3.0,XP.ILL06..EHZ
2017-06-06,02:31:24.5681,2017-06-06,02:32:07.3964,42.82829999923706,,3.0,XP.ILL05..EHZ
2017-06-06,02:31:25.5010,2017-06-06,02:32:09.8558,44.35479998588562,,3.0,XP.ILL07..EHZ
2017-06-06,02:31:26.0947,2017-06-06,02:32:09.6014,43.50669980049133,,3.0,XP.ILL08..EHZ
2017-06-06,02:37:24.0321,,0,None,,,
2017-06-06,02:59:40.2826,2017-06-06,02:59:58.8891,18.606500148773193,,3.0,XP.ILL07..EHZ
2017-06-06,02:59:40.4515,2017-06-06,02:59:58.8891,18.437600135803223,,3.0,XP.ILL06..EHZ
2017-06-06,03:40:38.3111,2017-06-06,03:41:21.8761,43.56500005722046,,4.0,XP.ILL05..EHZ
2017-06-06,03:40:41.8090,2017-06-06,03:41:27.8119,46.00289988517761,,4.0,XP.ILL07..EHZ
2017-06-06,03:40:46.6849,2017-06-06,03:41:33.6418,46.956899881362915,,4.0,XP.ILL04..EHZ
2017-06-06,03:45:29.5946,,0,XP.ILL07..EHZ,,,
2017-06-06,04:06:28.6867,2017-06-06,04:07:02.7441,34.05739998817444,,4.0,XP.ILL04..EHZ
2017-06-06,04:06:29.3273,2017-06-06,04:07:04.2388,34.911499977111816,,4.0,XP.ILL05..EHZ
2017-06-06,04:06:32.1032,2017-06-06,04:07:06.2673,34.16409993171692,,4.0,XP.ILL03..EHZ
2017-06-06,04:06:35.1993,2017-06-06,04:07:09.6837,34.484400033950806,,4.0,XP.ILL07..EHZ
2017-06-06,04:06:38.9360,2017-06-06,04:07:14.8692,35.933199882507324,,4.0,XP.ILL08..EHZ
2017-06-06,07:18:13.4717,2017-06-06,07:19:09.4723,56.0006000995636,,1.0,None
2017-06-06,07:24:44.7411,2017-06-06,07:24:54.1184,9.377300024032593,,4.0,XP.ILL06..EHZ
2017-06-06,07:24:48.1067,2017-06-06,07:24:53.8358,5.729099988937378,,4.0,XP.ILL07..EHZ
2017-06-06,07:24:54.1698,2017-06-06,07:25:03.7269,9.557100057601929,,4.0,XP.ILL08..EHZ
2017-06-06,07:28:05.1633,2017-06-06,07:28:50.8446,45.681299924850464,,4.0,XP.ILL02..EHZ
2017-06-06,07:28:05.7901,2017-06-06,07:28:36.3488,30.5586998462677,,4.0,XP.ILL08..EHZ
2017-06-06,08:57:21.9724,2017-06-06,08:57:53.6607,31.688300132751465,,4.0,XP.ILL02..EHZ
2017-06-06,10:23:33.7736,,0,None,,,
2017-06-06,10:37:16.3061,,0,XP.ILL07..EHZ,,,
2017-06-06,11:20:33.9947,2017-06-06,11:21:09.3003,35.30559992790222,,4.0,XP.ILL08..EHZ
2017-06-06,11:20:39.6388,2017-06-06,11:21:13.1431,33.504300117492676,,4.0,XP.ILL02..EHZ
2017-06-06,12:03:09.2231,2017-06-06,12:03:34.6665,25.443400144577026,,4.0,XP.ILL05..EHZ
2017-06-06,13:18:22.4267,,0,None,,,
2017-06-06,14:37:51.6738,2017-06-06,14:37:59.2403,7.566499948501587,,4.0,XP.ILL07..EHZ
2017-06-06,14:37:54.0589,2017-06-06,14:38:00.5288,6.469899892807007,,4.0,XP.ILL06..EHZ
2017-06-06,14:37:56.7729,2017-06-06,14:38:08.3695,11.596599817276001,,4.0,XP.ILL08..EHZ
2017-06-06,14:37:57.5954,2017-06-06,14:38:00.8304,3.234999895095825,,4.0,XP.ILL01..EHZ
2017-06-06,14:37:58.9936,2017-06-06,14:38:06.8891,7.895500183105469,,4.0,XP.ILL05..EHZ
2017-06-06,14:37:59.2129,2017-06-06,14:38:02.6946,3.4817001819610596,,4.0,XP.ILL02..EHZ
2017-06-06,14:38:00.2547,2017-06-06,14:38:09.3290,9.074300050735474,,4.0,XP.ILL04..EHZ
2017-06-06,14:38:00.6659,2017-06-06,14:38:06.4230,5.7571001052856445,,4.0,XP.ILL03..EHZ
2017-06-06,16:27:45.1342,,0,None,,,
2017-06-06,21:33:40.2770,,0,None,,,
2017-06-06,23:59:20.8213,,0,None,,,
2017-06-07,01:41:19.2022,,0,None,,,
2017-06-07,09:41:54.8143,,0,None,,,
2017-06-07,11:09:27.2048,2017-06-07,11:09:43.9035,16.698700189590454,,1.0,XP.ILL07..EHZ
2017-06-07,11:09:27.2346,2017-06-07,11:09:44.7683,17.533699989318848,,1.0,XP.ILL06..EHZ
2017-06-07,11:09:27.3837,2017-06-07,11:09:43.9035,16.519800186157227,,1.0,XP.ILL08..EHZ
2017-06-07,11:09:27.5233,2017-06-07,11:09:45.9104,18.387099981307983,,1.0,XP.ILL03..EHZ
2017-06-07,11:09:27.5626,2017-06-07,11:09:44.4105,16.84790015220642,,1.0,XP.ILL05..EHZ
2017-06-07,11:09:27.5909,2017-06-07,11:09:45.7076,18.116700172424316,,1.0,XP.ILL01..EHZ
2017-06-07,11:09:27.7261,2017-06-07,11:09:45.9104,18.1842999458313,,1.0,XP.ILL02..EHZ
2017-06-07,11:09:27.7937,2017-06-07,11:09:47.6680,19.874300003051758,,1.0,XP.ILL04..EHZ
2017-06-07,13:10:45.1190,,0,None,,,
2017-06-07,13:28:01.4888,2017-06-07,13:28:29.9306,28.441799879074097,,4.0,XP.ILL03..EHZ
2017-06-07,13:28:05.1213,2017-06-07,13:28:44.2288,39.107500076293945,,4.0,XP.ILL04..EHZ
2017-06-07,13:28:10.0677,2017-06-07,13:28:53.8898,43.8221001625061,,4.0,XP.ILL02..EHZ
2017-06-07,19:45:01.2693,,0,None,,,
2017-06-07,20:48:37.7884,2017-06-07,20:49:32.2109,54.422500133514404,,4.0,XP.ILL05..EHZ
2017-06-07,20:48:41.3788,2017-06-07,20:49:29.7544,48.3756000995636,,4.0,XP.ILL07..EHZ
2017-06-07,20:48:42.4181,2017-06-07,20:49:29.5654,47.14729976654053,,4.0,XP.ILL06..EHZ
2017-06-07,20:48:47.8981,2017-06-07,20:49:36.4627,48.56459999084473,,4.0,XP.ILL08..EHZ
2017-06-08,06:57:11.8579,2017-06-08,06:57:33.9398,22.081900119781494,,4.0,XP.ILL07..EHZ
2017-06-08,06:57:13.4100,2017-06-08,06:57:36.6207,23.210699796676636,,4.0,XP.ILL08..EHZ
2017-06-08,06:57:14.6799,2017-06-08,06:57:32.5994,17.91950011253357,,4.0,XP.ILL05..EHZ
2017-06-08,11:43:57.2522,,0,None,,,
2017-06-08,13:46:42.5456,2017-06-08,13:50:26.9531,224.40750002861023,,4.0,None
2017-06-08,18:53:28.4703,,0,None,,,
2017-06-08,22:32:45.8825,2017-06-08,22:32:59.0794,13.196900129318237,,3.0,XP.ILL02..EHZ
2017-06-08,22:55:45.1165,2017-06-08,22:56:18.2313,33.114800214767456,,4.0,XP.ILL05..EHZ
2017-06-09,02:08:25.9064,,0,None,,,
2017-06-09,05:13:17.3167,,0,None,,,
2017-06-09,07:33:19.3262,2017-06-09,07:34:07.3660,48.03979992866516,,4.0,XP.ILL05..EHZ
2017-06-09,07:33:30.2228,2017-06-09,07:34:14.3777,44.15490007400513,,4.0,XP.ILL02..EHZ
2017-06-09,09:50:34.4322,,0,None,,,
2017-06-09,11:07:44.0428,2017-06-09,11:08:23.6219,39.579100131988525,,4.0,XP.ILL01..EHZ
2017-06-09,11:07:50.2695,2017-06-09,11:08:28.7034,38.433899879455566,,4.0,XP.ILL03..EHZ
2017-06-09,15:00:28.8554,,0,None,,,
2017-06-09,18:24:35.4403,2017-06-09,18:24:57.0365,21.596199989318848,,4.0,XP.ILL05..EHZ
2017-06-09,18:24:37.1091,2017-06-09,18:24:59.1961,22.086999893188477,,4.0,XP.ILL06..EHZ
2017-06-09,18:24:37.7962,2017-06-09,18:24:58.4108,20.61459994316101,,4.0,XP.ILL07..EHZ
2017-06-09,18:54:16.2273,,0,None,,,
2017-06-09,23:42:25.7787,,0,None,,,
2017-06-10,00:53:06.6121,,0,None,,,
2017-06-10,02:20:06.0993,,0,None,,,
2017-06-10,03:41:39.3685,,0,None,,,
2017-06-10,05:24:57.5096,,0,None,,,
2017-06-10,06:46:30.7789,,0,None,,,
2017-06-10,08:13:30.2661,,0,None,,,
2017-06-10,08:51:28.8047,2017-06-10,08:51:33.0491,4.2444000244140625,,4.0,XP.ILL02..EHZ
2017-06-10,09:17:50.1911,,0,None,,,
2017-06-10,09:26:11.4826,2017-06-10,09:26:17.5351,6.052500009536743,,4.0,XP.ILL02..EHZ
2017-06-10,09:26:11.8961,2017-06-10,09:26:17.9110,6.014899969100952,,4.0,XP.ILL03..EHZ
2017-06-10,09:26:18.1742,2017-06-10,09:26:23.5500,5.375799894332886,,4.0,XP.ILL04..EHZ
2017-06-10,09:42:46.2308,2017-06-10,09:42:51.8829,5.652100086212158,,4.0,XP.ILL02..EHZ
2017-06-10,09:42:47.1728,2017-06-10,09:42:52.2540,5.081199884414673,,4.0,XP.ILL03..EHZ
2017-06-10,09:42:52.9962,2017-06-10,09:42:58.9053,5.909099817276001,,4.0,XP.ILL04..EHZ
2017-06-10,09:50:32.4620,2017-06-10,09:50:38.0375,5.575500011444092,,4.0,XP.ILL03..EHZ
2017-06-10,09:50:38.4169,2017-06-10,09:50:44.1383,5.721400022506714,,4.0,XP.ILL04..EHZ
2017-06-10,09:58:05.7115,,0,None,,,
2017-06-10,10:46:24.3360,,0,None,,,
2017-06-10,10:51:28.8075,2017-06-10,10:52:07.7672,38.95970010757446,,4.0,XP.ILL07..EHZ
2017-06-10,10:51:29.1831,2017-06-10,10:52:09.1754,39.992300033569336,,4.0,XP.ILL05..EHZ
2017-06-10,10:51:36.0362,2017-06-10,10:52:19.4081,43.37189984321594,,4.0,XP.ILL08..EHZ
2017-06-10,11:37:17.9418,2017-06-10,11:37:27.7796,9.837799787521362,,4.0,XP.ILL08..EHZ
2017-06-10,12:14:58.4810,,0,None,,,
2017-06-10,15:16:08.3229,,0,None,,,
2017-06-10,16:20:33.1556,,0,None,,,
2017-06-10,17:04:50.2281,,0,None,,,
2017-06-10,17:45:05.7485,,0,None,,,
2017-06-10,18:41:27.4771,,0,None,,,
2017-06-10,20:22:06.2782,,0,None,,,
2017-06-10,22:34:57.4956,,0,None,,,
2017-06-11,00:19:37.8488,,0,None,,,
2017-06-11,01:24:02.6815,,0,None,,,
2017-06-11,02:16:22.8580,,0,None,,,
2017-06-11,03:28:50.7948,,0,None,,,
2017-06-11,04:37:17.1795,,0,None,,,
