event_idx,slice_idx,class,mean_time,station
37,0,4.0,2017-06-14T18:42:56.169900Z,ILL08
37,1,4.0,2017-06-14T18:43:09.169900Z,ILL08
37,2,4.0,2017-06-14T18:43:22.169900Z,ILL08
38,0,4.0,2017-06-14T18:44:50.054900Z,ILL08
38,1,4.0,2017-06-14T18:45:03.054900Z,ILL08
39,0,4.0,2017-06-14T18:46:04.812600Z,ILL08
40,0,4.0,2017-06-14T18:47:57.410400Z,ILL08
40,1,4.0,2017-06-14T18:48:10.410400Z,ILL08
41,0,4.0,2017-06-14T18:49:24.381600Z,ILL08
41,1,4.0,2017-06-14T18:49:37.381600Z,ILL08
42,0,4.0,2017-06-14T18:50:16.047700Z,ILL08
42,1,4.0,2017-06-14T18:50:29.047700Z,ILL08
42,2,4.0,2017-06-14T18:50:42.047700Z,ILL08
43,0,4.0,2017-06-14T18:51:05.791200Z,ILL08
43,1,4.0,2017-06-14T18:51:18.791200Z,ILL08
44,0,4.0,2017-06-14T18:52:19.111700Z,ILL08
44,1,4.0,2017-06-14T18:52:32.111700Z,ILL08
45,0,4.0,2017-06-14T18:54:25.702300Z,ILL08
47,0,4.0,2017-06-14T19:20:27.669300Z,ILL08
47,1,4.0,2017-06-14T19:20:40.669300Z,ILL08
48,0,4.0,2017-06-14T19:22:35.346000Z,ILL08
48,1,4.0,2017-06-14T19:22:48.346000Z,ILL08
49,0,1.0,2017-05-24T01:43:21.303000Z,ILL08
50,0,1.0,2017-05-24T08:16:59.167900Z,ILL08
50,1,1.0,2017-05-24T08:17:12.167900Z,ILL08
50,2,1.0,2017-05-24T08:17:25.167900Z,ILL08
50,3,1.0,2017-05-24T08:17:38.167900Z,ILL08
51,0,1.0,2017-05-24T10:33:13.478000Z,ILL08
51,1,1.0,2017-05-24T10:33:26.478000Z,ILL08
51,2,1.0,2017-05-24T10:33:39.478000Z,ILL08
51,3,1.0,2017-05-24T10:33:52.478000Z,ILL08
52,0,1.0,2017-05-26T01:07:23.602500Z,ILL08
52,1,1.0,2017-05-26T01:07:36.602500Z,ILL08
53,0,1.0,2017-05-26T04:20:07.966800Z,ILL08
54,0,1.0,2017-05-27T04:02:29.316600Z,ILL08
55,0,1.0,2017-05-28T10:54:02.982800Z,ILL08
56,0,1.0,2017-05-28T23:13:03.937600Z,ILL08
56,1,1.0,2017-05-28T23:13:16.937600Z,ILL08
56,2,1.0,2017-05-28T23:13:29.937600Z,ILL08
57,0,1.0,2017-06-02T10:05:44.426100Z,ILL08
57,1,1.0,2017-06-02T10:05:57.426100Z,ILL08
57,2,1.0,2017-06-02T10:06:10.426100Z,ILL08
57,3,1.0,2017-06-02T10:06:23.426100Z,ILL08
57,4,1.0,2017-06-02T10:06:36.426100Z,ILL08
57,5,1.0,2017-06-02T10:06:49.426100Z,ILL08
58,0,1.0,2017-06-02T19:05:11.736900Z,ILL08
59,0,1.0,2017-06-02T21:03:19.534100Z,ILL08
60,0,1.0,2017-06-02T22:36:43.622100Z,ILL08
60,1,1.0,2017-06-02T22:36:56.622100Z,ILL08
60,2,1.0,2017-06-02T22:37:09.622100Z,ILL08
60,3,1.0,2017-06-02T22:37:22.622100Z,ILL08
60,4,1.0,2017-06-02T22:37:35.622100Z,ILL08
60,5,1.0,2017-06-02T22:37:48.622100Z,ILL08
60,6,1.0,2017-06-02T22:38:01.622100Z,ILL08
60,7,1.0,2017-06-02T22:38:14.622100Z,ILL08
61,0,1.0,2017-06-03T13:25:21.867300Z,ILL08
61,1,1.0,2017-06-03T13:25:34.867300Z,ILL08
61,2,1.0,2017-06-03T13:25:47.867300Z,ILL08
61,3,1.0,2017-06-03T13:26:00.867300Z,ILL08
61,4,1.0,2017-06-03T13:26:13.867300Z,ILL08
61,5,1.0,2017-06-03T13:26:26.867300Z,ILL08
61,6,1.0,2017-06-03T13:26:39.867300Z,ILL08
61,7,1.0,2017-06-03T13:26:52.867300Z,ILL08
63,0,1.0,2017-06-04T18:01:24.488000Z,ILL08
63,1,1.0,2017-06-04T18:01:37.488000Z,ILL08
63,2,1.0,2017-06-04T18:01:50.488000Z,ILL08
63,3,1.0,2017-06-04T18:02:03.488000Z,ILL08
63,4,1.0,2017-06-04T18:02:16.488000Z,ILL08
63,5,1.0,2017-06-04T18:02:29.488000Z,ILL08
63,6,1.0,2017-06-04T18:02:42.488000Z,ILL08
64,0,1.0,2017-06-06T07:18:10.471700Z,ILL08
64,1,1.0,2017-06-06T07:18:23.471700Z,ILL08
64,2,1.0,2017-06-06T07:18:36.471700Z,ILL08
64,3,1.0,2017-06-06T07:18:49.471700Z,ILL08
65,0,1.0,2017-06-07T11:09:04.383700Z,ILL08
65,1,1.0,2017-06-07T11:09:17.383700Z,ILL08
65,2,1.0,2017-06-07T11:09:30.383700Z,ILL08
66,0,1.0,2017-06-12T12:32:05.475800Z,ILL08
66,1,1.0,2017-06-12T12:32:18.475800Z,ILL08
66,2,1.0,2017-06-12T12:32:31.475800Z,ILL08
66,3,1.0,2017-06-12T12:32:44.475800Z,ILL08
66,4,1.0,2017-06-12T12:32:57.475800Z,ILL08
66,5,1.0,2017-06-12T12:33:10.475800Z,ILL08
66,6,1.0,2017-06-12T12:33:23.475800Z,ILL08
67,0,1.0,2017-06-13T19:10:01.569300Z,ILL08
67,1,1.0,2017-06-13T19:10:14.569300Z,ILL08
67,2,1.0,2017-06-13T19:10:27.569300Z,ILL08
68,0,1.0,2017-06-13T19:13:16.988800Z,ILL08
68,1,1.0,2017-06-13T19:13:29.988800Z,ILL08
69,0,1.0,2017-06-13T20:40:15.168400Z,ILL08
69,1,1.0,2017-06-13T20:40:28.168400Z,ILL08
69,2,1.0,2017-06-13T20:40:41.168400Z,ILL08
70,0,1.0,2017-06-13T22:30:51.023900Z,ILL08
70,1,1.0,2017-06-13T22:31:04.023900Z,ILL08
70,2,1.0,2017-06-13T22:31:17.023900Z,ILL08
70,3,1.0,2017-06-13T22:31:30.023900Z,ILL08
70,4,1.0,2017-06-13T22:31:43.023900Z,ILL08
70,5,1.0,2017-06-13T22:31:56.023900Z,ILL08
70,6,1.0,2017-06-13T22:32:09.023900Z,ILL08
70,7,1.0,2017-06-13T22:32:22.023900Z,ILL08
70,8,1.0,2017-06-13T22:32:35.023900Z,ILL08
70,9,1.0,2017-06-13T22:32:48.023900Z,ILL08
70,10,1.0,2017-06-13T22:33:01.023900Z,ILL08
70,11,1.0,2017-06-13T22:33:14.023900Z,ILL08
70,12,1.0,2017-06-13T22:33:27.023900Z,ILL08
70,13,1.0,2017-06-13T22:33:40.023900Z,ILL08
71,0,1.0,2017-06-14T22:11:57.017400Z,ILL08
72,0,1.0,2017-06-16T23:45:52.342400Z,ILL08
72,1,1.0,2017-06-16T23:46:05.342400Z,ILL08
72,2,1.0,2017-06-16T23:46:18.342400Z,ILL08
72,3,1.0,2017-06-16T23:46:31.342400Z,ILL08
72,4,1.0,2017-06-16T23:46:44.342400Z,ILL08
72,5,1.0,2017-06-16T23:46:57.342400Z,ILL08
72,6,1.0,2017-06-16T23:47:10.342400Z,ILL08
72,7,1.0,2017-06-16T23:47:23.342400Z,ILL08
72,8,1.0,2017-06-16T23:47:36.342400Z,ILL08
72,9,1.0,2017-06-16T23:47:49.342400Z,ILL08
72,10,1.0,2017-06-16T23:48:02.342400Z,ILL08
72,11,1.0,2017-06-16T23:48:15.342400Z,ILL08
72,12,1.0,2017-06-16T23:48:28.342400Z,ILL08
72,13,1.0,2017-06-16T23:48:41.342400Z,ILL08
72,14,1.0,2017-06-16T23:48:54.342400Z,ILL08
72,15,1.0,2017-06-16T23:49:07.342400Z,ILL08
72,16,1.0,2017-06-16T23:49:20.342400Z,ILL08
72,17,1.0,2017-06-16T23:49:33.342400Z,ILL08
72,18,1.0,2017-06-16T23:49:46.342400Z,ILL08
72,19,1.0,2017-06-16T23:49:59.342400Z,ILL08
72,20,1.0,2017-06-16T23:50:12.342400Z,ILL08
73,0,1.0,2017-06-17T19:53:20.968700Z,ILL08
73,1,1.0,2017-06-17T19:53:33.968700Z,ILL08
73,2,1.0,2017-06-17T19:53:46.968700Z,ILL08
73,3,1.0,2017-06-17T19:53:59.968700Z,ILL08
73,4,1.0,2017-06-17T19:54:12.968700Z,ILL08
73,5,1.0,2017-06-17T19:54:25.968700Z,ILL08
73,6,1.0,2017-06-17T19:54:38.968700Z,ILL08
73,7,1.0,2017-06-17T19:54:51.968700Z,ILL08
73,8,1.0,2017-06-17T19:55:04.968700Z,ILL08
73,9,1.0,2017-06-17T19:55:17.968700Z,ILL08
73,10,1.0,2017-06-17T19:55:30.968700Z,ILL08
73,11,1.0,2017-06-17T19:55:43.968700Z,ILL08
73,12,1.0,2017-06-17T19:55:56.968700Z,ILL08
74,0,1.0,2017-06-18T07:11:26.394700Z,ILL08
75,0,1.0,2017-06-18T13:12:04.234600Z,ILL08
75,1,1.0,2017-06-18T13:12:17.234600Z,ILL08
76,0,1.0,2017-06-20T01:37:56.336600Z,ILL08
76,1,1.0,2017-06-20T01:38:09.336600Z,ILL08
76,2,1.0,2017-06-20T01:38:22.336600Z,ILL08
76,3,1.0,2017-06-20T01:38:35.336600Z,ILL08
76,4,1.0,2017-06-20T01:38:48.336600Z,ILL08
76,5,1.0,2017-06-20T01:39:01.336600Z,ILL08
76,6,1.0,2017-06-20T01:39:14.336600Z,ILL08
76,7,1.0,2017-06-20T01:39:27.336600Z,ILL08
76,8,1.0,2017-06-20T01:39:40.336600Z,ILL08
76,9,1.0,2017-06-20T01:39:53.336600Z,ILL08
76,10,1.0,2017-06-20T01:40:06.336600Z,ILL08
77,0,1.0,2017-07-01T08:10:18.807000Z,ILL08
77,1,1.0,2017-07-01T08:10:31.807000Z,ILL08
77,2,1.0,2017-07-01T08:10:44.807000Z,ILL08
77,3,1.0,2017-07-01T08:10:57.807000Z,ILL08
77,4,1.0,2017-07-01T08:11:10.807000Z,ILL08
77,5,1.0,2017-07-01T08:11:23.807000Z,ILL08
77,6,1.0,2017-07-01T08:11:36.807000Z,ILL08
77,7,1.0,2017-07-01T08:11:49.807000Z,ILL08
77,8,1.0,2017-07-01T08:12:02.807000Z,ILL08
78,0,1.0,2017-07-01T09:29:44.737200Z,ILL08
78,1,1.0,2017-07-01T09:29:57.737200Z,ILL08
78,2,1.0,2017-07-01T09:30:10.737200Z,ILL08
78,3,1.0,2017-07-01T09:30:23.737200Z,ILL08
78,4,1.0,2017-07-01T09:30:36.737200Z,ILL08
79,0,1.0,2017-07-03T11:20:55.266800Z,ILL08
79,1,1.0,2017-07-03T11:21:08.266800Z,ILL08
79,2,1.0,2017-07-03T11:21:21.266800Z,ILL08
79,3,1.0,2017-07-03T11:21:34.266800Z,ILL08
79,4,1.0,2017-07-03T11:21:47.266800Z,ILL08
79,5,1.0,2017-07-03T11:22:00.266800Z,ILL08
79,6,1.0,2017-07-03T11:22:13.266800Z,ILL08
79,7,1.0,2017-07-03T11:22:26.266800Z,ILL08
79,8,1.0,2017-07-03T11:22:39.266800Z,ILL08
79,9,1.0,2017-07-03T11:22:52.266800Z,ILL08
79,10,1.0,2017-07-03T11:23:05.266800Z,ILL08
79,11,1.0,2017-07-03T11:23:18.266800Z,ILL08
79,12,1.0,2017-07-03T11:23:31.266800Z,ILL08
79,13,1.0,2017-07-03T11:23:44.266800Z,ILL08
79,14,1.0,2017-07-03T11:23:57.266800Z,ILL08
79,15,1.0,2017-07-03T11:24:10.266800Z,ILL08
79,16,1.0,2017-07-03T11:24:23.266800Z,ILL08
79,17,1.0,2017-07-03T11:24:36.266800Z,ILL08
79,18,1.0,2017-07-03T11:24:49.266800Z,ILL08
79,19,1.0,2017-07-03T11:25:02.266800Z,ILL08
80,0,1.0,2017-07-03T18:15:37.490100Z,ILL08
80,1,1.0,2017-07-03T18:15:50.490100Z,ILL08
80,2,1.0,2017-07-03T18:16:03.490100Z,ILL08
80,3,1.0,2017-07-03T18:16:16.490100Z,ILL08
81,0,1.0,2017-07-08T00:18:07.942300Z,ILL08
81,1,1.0,2017-07-08T00:18:20.942300Z,ILL08
81,2,1.0,2017-07-08T00:18:33.942300Z,ILL08
81,3,1.0,2017-07-08T00:18:46.942300Z,ILL08
81,4,1.0,2017-07-08T00:18:59.942300Z,ILL08
81,5,1.0,2017-07-08T00:19:12.942300Z,ILL08
81,6,1.0,2017-07-08T00:19:25.942300Z,ILL08
82,0,1.0,2017-07-10T02:20:05.075600Z,ILL08
82,1,1.0,2017-07-10T02:20:18.075600Z,ILL08
83,0,1.0,2017-07-20T22:35:08.350700Z,ILL08
83,1,1.0,2017-07-20T22:35:21.350700Z,ILL08
83,2,1.0,2017-07-20T22:35:34.350700Z,ILL08
83,3,1.0,2017-07-20T22:35:47.350700Z,ILL08
83,4,1.0,2017-07-20T22:36:00.350700Z,ILL08
83,5,1.0,2017-07-20T22:36:13.350700Z,ILL08
83,6,1.0,2017-07-20T22:36:26.350700Z,ILL08
83,7,1.0,2017-07-20T22:36:39.350700Z,ILL08
83,8,1.0,2017-07-20T22:36:52.350700Z,ILL08
83,9,1.0,2017-07-20T22:37:05.350700Z,ILL08
83,10,1.0,2017-07-20T22:37:18.350700Z,ILL08
83,11,1.0,2017-07-20T22:37:31.350700Z,ILL08
83,12,1.0,2017-07-20T22:37:44.350700Z,ILL08
83,13,1.0,2017-07-20T22:37:57.350700Z,ILL08
83,14,1.0,2017-07-20T22:38:10.350700Z,ILL08
83,15,1.0,2017-07-20T22:38:23.350700Z,ILL08
83,16,1.0,2017-07-20T22:38:36.350700Z,ILL08
83,17,1.0,2017-07-20T22:38:49.350700Z,ILL08
83,18,1.0,2017-07-20T22:39:02.350700Z,ILL08
83,19,1.0,2017-07-20T22:39:15.350700Z,ILL08
83,20,1.0,2017-07-20T22:39:28.350700Z,ILL08
83,21,1.0,2017-07-20T22:39:41.350700Z,ILL08
83,22,1.0,2017-07-20T22:39:54.350700Z,ILL08
83,23,1.0,2017-07-20T22:40:07.350700Z,ILL08
83,24,1.0,2017-07-20T22:40:20.350700Z,ILL08
83,25,1.0,2017-07-20T22:40:33.350700Z,ILL08
84,0,1.0,2017-07-21T17:04:33.594000Z,ILL08
84,1,1.0,2017-07-21T17:04:46.594000Z,ILL08
84,2,1.0,2017-07-21T17:04:59.594000Z,ILL08
84,3,1.0,2017-07-21T17:05:12.594000Z,ILL08
84,4,1.0,2017-07-21T17:05:25.594000Z,ILL08
84,5,1.0,2017-07-21T17:05:38.594000Z,ILL08
84,6,1.0,2017-07-21T17:05:51.594000Z,ILL08
84,7,1.0,2017-07-21T17:06:04.594000Z,ILL08
84,8,1.0,2017-07-21T17:06:17.594000Z,ILL08
85,0,1.0,2017-07-31T19:30:41.999200Z,ILL08
85,1,1.0,2017-07-31T19:30:54.999200Z,ILL08
85,2,1.0,2017-07-31T19:31:07.999200Z,ILL08
85,3,1.0,2017-07-31T19:31:20.999200Z,ILL08
85,4,1.0,2017-07-31T19:31:33.999200Z,ILL08
86,0,1.0,2017-07-31T19:44:45.727700Z,ILL08
86,1,1.0,2017-07-31T19:44:58.727700Z,ILL08
86,2,1.0,2017-07-31T19:45:11.727700Z,ILL08
87,0,1.0,2017-08-01T00:26:36.400700Z,ILL08
87,1,1.0,2017-08-01T00:26:49.400700Z,ILL08
87,2,1.0,2017-08-01T00:27:02.400700Z,ILL08
87,3,1.0,2017-08-01T00:27:15.400700Z,ILL08
87,4,1.0,2017-08-01T00:27:28.400700Z,ILL08
88,0,3.0,2017-05-29T21:08:57.748500Z,ILL08
88,1,3.0,2017-05-29T21:09:10.748500Z,ILL08
88,2,3.0,2017-05-29T21:09:23.748500Z,ILL08
89,0,3.0,2017-05-29T23:16:52.569800Z,ILL08
89,1,3.0,2017-05-29T23:17:05.569800Z,ILL08
89,2,3.0,2017-05-29T23:17:18.569800Z,ILL08
90,0,3.0,2017-05-30T07:03:39.093200Z,ILL08
90,1,3.0,2017-05-30T07:03:52.093200Z,ILL08
90,2,3.0,2017-05-30T07:04:05.093200Z,ILL08
90,3,3.0,2017-05-30T07:04:18.093200Z,ILL08
91,0,3.0,2017-05-30T13:43:03.679400Z,ILL08
91,1,3.0,2017-05-30T13:43:16.679400Z,ILL08
91,2,3.0,2017-05-30T13:43:29.679400Z,ILL08
91,3,3.0,2017-05-30T13:43:42.679400Z,ILL08
92,0,3.0,2017-05-30T14:25:43.983800Z,ILL08
92,1,3.0,2017-05-30T14:25:56.983800Z,ILL08
92,2,3.0,2017-05-30T14:26:09.983800Z,ILL08
92,3,3.0,2017-05-30T14:26:22.983800Z,ILL08
93,0,3.0,2017-05-30T17:56:50.107700Z,ILL08
93,1,3.0,2017-05-30T17:57:03.107700Z,ILL08
93,2,3.0,2017-05-30T17:57:16.107700Z,ILL08
93,3,3.0,2017-05-30T17:57:29.107700Z,ILL08
93,4,3.0,2017-05-30T17:57:42.107700Z,ILL08
94,0,3.0,2017-05-30T18:12:40.885600Z,ILL08
94,1,3.0,2017-05-30T18:12:53.885600Z,ILL08
95,0,3.0,2017-05-30T19:23:57.221800Z,ILL08
95,1,3.0,2017-05-30T19:24:10.221800Z,ILL08
96,0,3.0,2017-05-30T20:01:31.591400Z,ILL08
96,1,3.0,2017-05-30T20:01:44.591400Z,ILL08
97,0,3.0,2017-05-30T20:04:20.857500Z,ILL08
97,1,3.0,2017-05-30T20:04:33.857500Z,ILL08
98,0,3.0,2017-05-30T21:35:15.330100Z,ILL08
98,1,3.0,2017-05-30T21:35:28.330100Z,ILL08
99,0,3.0,2017-05-30T23:01:38.694400Z,ILL08
100,0,3.0,2017-05-30T23:41:18.466200Z,ILL08
100,1,3.0,2017-05-30T23:41:31.466200Z,ILL08
100,2,3.0,2017-05-30T23:41:44.466200Z,ILL08
100,3,3.0,2017-05-30T23:41:57.466200Z,ILL08
100,4,3.0,2017-05-30T23:42:10.466200Z,ILL08
101,0,3.0,2017-05-31T09:26:32.586900Z,ILL08
101,1,3.0,2017-05-31T09:26:45.586900Z,ILL08
101,2,3.0,2017-05-31T09:26:58.586900Z,ILL08
101,3,3.0,2017-05-31T09:27:11.586900Z,ILL08
101,4,3.0,2017-05-31T09:27:24.586900Z,ILL08
102,0,3.0,2017-05-31T09:31:16.763900Z,ILL08
102,1,3.0,2017-05-31T09:31:29.763900Z,ILL08
102,2,3.0,2017-05-31T09:31:42.763900Z,ILL08
102,3,3.0,2017-05-31T09:31:55.763900Z,ILL08
103,0,3.0,2017-06-01T04:07:07.321900Z,ILL08
103,1,3.0,2017-06-01T04:07:20.321900Z,ILL08
104,0,3.0,2017-06-03T00:01:57.328600Z,ILL08
104,1,3.0,2017-06-03T00:02:10.328600Z,ILL08
105,0,3.0,2017-06-03T08:09:16.651500Z,ILL08
105,1,3.0,2017-06-03T08:09:29.651500Z,ILL08
105,2,3.0,2017-06-03T08:09:42.651500Z,ILL08
105,3,3.0,2017-06-03T08:09:55.651500Z,ILL08
106,0,3.0,2017-06-04T03:01:50.607200Z,ILL08
106,1,3.0,2017-06-04T03:02:03.607200Z,ILL08
107,0,3.0,2017-06-05T16:50:52.501000Z,ILL08
107,1,3.0,2017-06-05T16:51:05.501000Z,ILL08
107,2,3.0,2017-06-05T16:51:18.501000Z,ILL08
108,0,3.0,2017-06-06T02:31:18.094700Z,ILL08
108,1,3.0,2017-06-06T02:31:31.094700Z,ILL08
108,2,3.0,2017-06-06T02:31:44.094700Z,ILL08
109,0,3.0,2017-06-15T02:49:18.643800Z,ILL08
109,1,3.0,2017-06-15T02:49:31.643800Z,ILL08
109,2,3.0,2017-06-15T02:49:44.643800Z,ILL08
109,3,3.0,2017-06-15T02:49:57.643800Z,ILL08
110,0,0.0,2017-06-02T10:03:17.825700Z,ILL08
111,0,0.0,2017-06-02T10:08:59.065300Z,ILL08
112,0,0.0,2017-06-02T10:13:34.053700Z,ILL08
113,0,0.0,2017-06-02T10:22:31.115200Z,ILL08
114,0,0.0,2017-06-02T10:32:35.056300Z,ILL08
115,0,0.0,2017-06-02T10:48:11.370900Z,ILL08
116,0,0.0,2017-06-02T11:18:20.122600Z,ILL08
117,0,0.0,2017-06-02T11:40:38.831900Z,ILL08
118,0,0.0,2017-06-02T12:25:45.430900Z,ILL08
119,0,0.0,2017-06-02T12:35:15.165300Z,ILL08
120,0,0.0,2017-06-02T13:27:30.130000Z,ILL08
121,0,0.0,2017-06-02T14:14:22.704200Z,ILL08
122,0,0.0,2017-06-02T15:04:05.161200Z,ILL08
123,0,0.0,2017-06-02T16:31:10.174800Z,ILL08
124,0,0.0,2017-06-02T16:59:45.936200Z,ILL08
125,0,0.0,2017-06-02T18:07:45.672300Z,ILL08
126,0,0.0,2017-06-02T18:18:45.674500Z,ILL08
127,0,0.0,2017-06-02T19:51:57.398000Z,ILL08
128,0,0.0,2017-06-03T02:34:58.529600Z,ILL08
129,0,0.0,2017-06-03T05:00:34.953700Z,ILL08
130,0,0.0,2017-06-03T05:15:11.313200Z,ILL08
131,0,0.0,2017-06-03T05:26:13.182400Z,ILL08
132,0,0.0,2017-06-03T05:33:19.877800Z,ILL08
133,0,0.0,2017-06-03T05:42:05.483600Z,ILL08
134,0,0.0,2017-06-03T06:20:46.646500Z,ILL08
135,0,0.0,2017-06-03T08:12:14.849400Z,ILL08
136,0,0.0,2017-06-03T08:15:30.857200Z,ILL08
137,0,0.0,2017-06-03T08:56:41.504300Z,ILL08
138,0,0.0,2017-06-03T09:13:28.528400Z,ILL08
139,0,0.0,2017-06-03T09:32:23.273100Z,ILL08
140,0,0.0,2017-06-03T18:10:33.299400Z,ILL08
